dr_ndrugs,dr_kol,revenue,profit,abc_amount,abc_revenue,abc_profit,xyz
АКТОВЕГИН 40МГ/МЛ. 5МЛ. №5 Р-Р Д/ИН. АМП.,17.0,11084.89,978.1,A,A,A,Z
АКТОФЛОР-С 2МЛ. №30 Р-Р Д/ПРИЕМА ВНУТРЬ ТЮБ./КАП. /СОЛОФАРМ/,1.0,518.0,166.01999999999998,C,B,B,
АКУЛИЙ ЖИР ГЕЛЬ Д/ТЕЛА ГЛЮКОЗАМИН+КОЛЛАГЕН+ХОНДРОИТИН 75МЛ.,1.0,203.0,64.19999999999999,C,C,C,
АКУЛЬЯ СИЛА АКУЛИЙ ЖИР КРЕМ Д/НОГ ЗОЛОТОЙ УС П/ПЯТОЧНОЙ ШПОРЫ 75МЛ.,1.0,304.0,84.77000000000001,C,C,C,
АЛГЕЛЬ А/ПЕРСП. ГЕЛЬ Д/НОГ 75МЛ. ТУБА,1.0,348.0,108.16,C,C,B,
АЛЕНТАЛЬ 100МГ. №20 ТАБ. П/П/О /ВЕРТЕКС/,2.0,874.0,203.66000000000003,B,B,B,
АЛЕРАНА 5% 60МЛ. №1 СПРЕЙ Д/НАРУЖ.ПРИМ. П/ВЫПАД.ВОЛОС [ALERANA],1.0,1137.0,227.51999999999998,C,B,B,
АЛЕРАНА БАЛЬЗАМ-ОПОЛАСК. ГЛУБ. ВОССТАН. 200МЛ. [ALERANA],4.0,2041.0,593.25,B,A,A,
АЛЕРАНА БАЛЬЗАМ-ОПОЛАСК. Д/ВСЕХ ТИПОВ ВОЛОС 200МЛ. [ALERANA],1.0,538.0,154.32,C,B,B,
АЛЕРАНА ВИТАМИННО-МИНЕРАЛЬНЫЙ КОМПЛЕКС ДЕНЬ-НОЧЬ №60 ТАБ. [ALERANA],3.0,2804.83,569.8299999999999,B,A,A,
АЛЕРАНА МАСКА Д/ВОЛОС ИНТЕНС. ПИТАНИЕ 150МЛ. [ALERANA],1.0,536.0,122.0,C,B,B,
АЛЕРАНА СТИМУЛЯТОР РОСТА БРОВЕЙ И РЕСНИЦ 6МЛ.Х2 [ALERANA],1.0,839.0,185.0,C,B,B,
АЛЕРАНА ШАМПУНЬ PH-БАЛАНС УВЛАЖН. 250МЛ. [ALERANA],2.0,1131.0,281.4,B,B,B,
АЛЕРАНА ШАМПУНЬ БИО КЕРАТИН ВОССТАН. 250МЛ. [ALERANA],2.0,1080.0,259.36,B,B,B,
АЛЕРАНА ШАМПУНЬ Д/ЖИРН./КОМБИНИР. ВОЛОС 250МЛ. [ALERANA],1.0,453.0,111.0,C,C,B,
АЛЕРАНА ШАМПУНЬ Д/СУХ. И НОРМ. ВОЛОС 250МЛ. [ALERANA],1.0,468.0,126.0,C,C,B,
АЛЕРАНА ШАМПУНЬ ИНТЕНС.ПИТАНИЕ 250МЛ. [ALERANA],2.0,1199.0,379.46999999999997,B,B,A,
АЛЕРАНА ШАМПУНЬ МУЖ. АКТИВАТОР РОСТА 250МЛ. [ALERANA],1.0,461.0,124.69999999999999,C,C,B,
АЛЕРАНА ШАМПУНЬ П/ПЕРХОТИ 250МЛ. [ALERANA],2.0,1098.0,186.37,B,B,B,
АЛЕРАНА ШАМПУНЬ ПЛОТНОСТЬ+ОБЪЕМ 250МЛ. [ALERANA],2.0,911.0,244.09999999999997,B,B,B,
АЛИСА КРЕМ ДЕТСК. 40Г./45МЛ. ФУТ. /СВОБОДА/,2.0,131.0,49.42,B,C,C,
АЛКА-ЗЕЛЬТЦЕР №10 ШИП.ТАБ.,7.0,3573.0,764.0699999999999,A,A,A,Z
АЛКОДЕТОКС 1442МГ. №10 ТАБ. П/О /КВАДРАТ-С/,1.0,233.0,80.16,C,C,C,
АЛЛАПИНИН 25МГ. №30 ТАБ. /ВИЛАР/,24.0,14617.0,964.8700000000001,A,A,A,Z
АЛЛЕГРА 120МГ. №10 ТАБ. П/П/О,1.0,603.0,114.50999999999999,C,B,B,
АЛЛЕРВЭЙ 5МГ. №10 ТАБ. П/О,4.0,1152.04,218.68999999999997,B,B,B,
АЛЛЕРВЭЙ 5МГ. №30 ТАБ. П/О,5.99999948,3565.99969164,714.4899284583998,B,A,A,Z
"АЛЛЕРГОДИЛ 0,05% 6МЛ. ГЛ.КАПЛИ ФЛ.",3.0,1814.97,366.48,B,A,A,
АЛЛЕРГОДИЛ 140МКГ/ДОЗА 10МЛ. НАЗАЛ.СПРЕЙ ДОЗИР. ФЛ.,7.0,4860.67,724.0100000000002,A,A,A,
АЛЛОКИН-АЛЬФА 1МГ. №3 ЛИОФ. Д/Р-РА Д/П/К АМП.,5.0,21000.0,3500.0,B,A,A,
АЛЛОПУРИНОЛ 100МГ. №50 ТАБ. /ОЗОН/,3.0,354.0,46.760000000000005,B,C,C,
АЛЛОПУРИНОЛ 100МГ. №50 ТАБ. /ОРГАНИКА/,1.0,142.0,19.459999999999994,C,C,C,
АЛЛОХОЛ №20 ТАБ. П/О /БИОСИНТЕЗ/,1.0,32.0,6.699999999999999,C,,,
АЛЛОХОЛ №50 ТАБ. П/О /ВИФИТЕХ/,14.0,855.4,213.64,A,B,B,Z
АЛЛОХОЛ №50 ТАБ. П/О /ФАРМСТАНДАРТ/,49.0,3443.59,1092.98,A,A,A,
АЛМАГ ПЛЮС АППАРАТ МАГНИТОТЕРАПЕВТИЧ.,1.0,12836.0,2139.7000000000007,C,A,A,
АЛМАГЕЛЬ 10МЛ. №10 СУСП. Д/ПРИЕМА ВНУТРЬ ПАК. /БАЛКАН ФАРМА/,3.0,942.0,228.45,B,B,B,
АЛМАГЕЛЬ 170МЛ. №1 СУСП. Д/ПРИЕМА ВНУТРЬ ФЛ. /БАЛКАН ФАРМА-ТРОЯН/,19.0,6397.0,1507.0900000000001,A,A,A,Z
АЛМАГЕЛЬ А 10МЛ. №10 СУСП. Д/ПРИЕМА ВНУТРЬ ПАК. /БАЛКАН ФАРМА/,1.0,385.0,20.230000000000018,C,C,C,
АЛМАГЕЛЬ А 170МЛ. №1 СУСП. Д/ПРИЕМА ВНУТРЬ ФЛ. /БАЛКАН ФАРМА-ТРОЯН/,24.0,8514.0,1351.9099999999999,A,A,A,
АЛМАГЕЛЬ НЕО 170МЛ. №1 СУСП. Д/ПРИЕМА ВНУТРЬ ФЛ. /БАЛКАН ФАРМА-ТРОЯН/,5.0,1856.0,376.69,B,A,A,Z
АЛОЭ СОК 100МЛ. Р-Р Д/ПРИЕМА ВНУТРЬ ФЛ. /ВИФИТЕХ/,1.0,205.0,48.24000000000001,C,C,C,
АЛОЭ СОК 50МЛ. Р-Р Д/ПРИЕМА ВНУТРЬ ФЛ. /ВИФИТЕХ/,4.0,424.0,123.25,B,C,B,X
АЛОЭ ЭКСТРАКТ 1МЛ. №10 Р-Р Д/П/К АМП.,2.0,212.0,60.78,B,C,C,
АЛОЭ ЭКСТРАКТ 1МЛ. №10 Р-Р Д/П/К АМП. /ВИФИТЕХ/,1.0,148.0,45.97,C,C,C,
АЛОЭ ЭКСТРАКТ 1МЛ. №10 Р-Р Д/П/К АМП. /ДАЛЬХИМФАРМ/,4.0,649.0,189.73,B,B,B,
АЛОЭ ЭКСТРАКТ 1МЛ. №10 Р-Р Д/П/К АМП. /ЕРЕВАНСКАЯ ХФФ/СТАТУСФАРМ/,6.0,629.85,155.60999999999999,A,B,B,Z
АЛТАЙ ФИТОЧАЙ №11 ГЛЮКОНОРМ ЧЕРНИКА 2Г. №20 ПАК. /АЛТАЙСКИЙ КЕДР/,2.0,202.0,73.6,B,C,C,
АЛТАЙ ФИТОЧАЙ №35 ОЧИЩ. РАСТОРОПША 2Г. №20 ПАК. /АЛТАЙСКИЙ КЕДР/,1.0,118.0,43.099999999999994,C,C,C,
АЛТЕЙКА СИРОП ОТ КАШЛЯ (ИСЛАНДСКИЙ МОХ) 100МЛ./130Г. ФЛ.,1.0,184.0,8.319999999999993,C,C,,
АЛТЕЯ КОРНИ 75Г. /КРАСНОГОРСК/,2.0,254.0,39.750000000000014,B,C,C,
АЛТЕЯ СИРОП 125Г. ФЛ. (АЛТЕЙНОГО КОРНЯ) /ВИФИТЕХ/,3.0,223.0,79.13,B,C,C,
АЛТЕЯ СИРОП 150МЛ. ФЛ. /ЯДРАН/,1.0,281.0,80.85,C,C,C,
АЛТЕЯ СИРОП 95МЛ. (125Г.) (АЛТЕЙНОГО КОРНЯ) ФЛ. /СИНТЕЗ/,1.0,109.58,31.739999999999995,C,C,C,
АЛФАВИТ 50+ №60 ТАБ.,1.0,546.0,136.0,C,B,B,
АЛФАВИТ Д/МУЖЧИН №60 ТАБ.,1.0,455.0,13.990000000000009,C,C,,
АЛФАВИТ КЛАССИК №60 ТАБ.,1.0,462.0,167.93,C,C,B,
АЛФАВИТ МАМИНО ЗДОРОВЬЕ №60 ТАБ.,1.0,567.0,114.17000000000002,C,B,B,
АЛФЛУТОП 1МЛ. №10 Р-Р Д/ИН. АМП.,9.0,19233.0,1372.1299999999999,A,A,A,Z
АЛФЛУТОП 2МЛ. №10 Р-Р Д/ИН. АМП.,2.0,7949.0,721.8599999999997,B,A,A,
АЛФЛУТОП 2МЛ. №5 Р-Р Д/ИН. АМП.,7.0,14671.0,1155.9200000000003,A,A,A,Z
АЛФУПРОСТ МР 10МГ. №30 ТАБ.ПРОЛОНГ. /САН ФАРМАСЬЮТИКАЛ/РАНБАКСИ/,2.0,575.0,59.02000000000001,B,B,C,
АЛЬБАДЕНТ БАЛЬЗАМ Д/ПОЛОСТИ РТА Д/ЧУВСТ.ДЕСЕН ПРОПОЛИС 400МЛ. ФЛ.,1.0,157.0,45.22,C,C,C,
АЛЬБАДЕНТ БАЛЬЗАМ Д/ПОЛОСТИ РТА КАМЕНЬ-КОНТРОЛЬ 400МЛ. ФЛ.,1.0,131.0,34.14,C,C,C,
АЛЬБАДЕНТ ОСВЕЖИТЕЛЬ Д/РТА Д/КУРЯЩИХ КОФЕ+СИГАРЕТА 35МЛ. СПРЕЙ,1.0,92.0,36.67,C,C,C,
АЛЬБАДЕНТ ОСВЕЖИТЕЛЬ Д/РТА ЛИМОН 35МЛ. СПРЕЙ,1.0,97.0,33.3,C,C,C,
АЛЬБАДЕНТ ОСВЕЖИТЕЛЬ Д/РТА МЯТА 35МЛ. СПРЕЙ,1.0,105.0,38.18000000000001,C,C,C,
"АЛЬМЕД БИНТ ЭЛАСТ. ЛЕНТОЧНЫЙ ВР. 1,5МХ80ММ. [ALMED]",2.0,155.0,58.33,B,C,C,
АЛЬМЕД ПОЯС МЕД. ЭЛАСТ. СОГРЕВ. ШЕРСТЬ ВЕРБЛЮДА №6 XXL [ALMED],1.0,542.0,185.72000000000003,C,B,B,
АЛЬПИНА СПРИНЦОВКА ПВХ №11А МЯГК.НАКОН. ПЛАСТИЗ. 230МЛ.,2.0,384.0,133.6,B,C,B,
АЛЬПИНА СПРИНЦОВКА ПВХ №13А МЯГК.НАКОН. ПЛАСТИЗ. 317МЛ.,2.0,508.0,159.46,B,B,B,
АЛЬПИНА СПРИНЦОВКА ПВХ №3А МЯГК.НАКОН. ПЛАСТИЗ. 27МЛ.,1.0,87.0,34.56,C,C,C,
АЛЬПИНА СПРИНЦОВКА ПВХ №7А МЯГК.НАКОН. ПЛАСТИЗ. 70МЛ.,1.0,114.0,39.61,C,C,C,
"АЛЬФА D3-ТЕВА 0,5МКГ. №60 КАПС. /ТЕВА/КАТАЛЕНТ/",3.0,2215.0,175.51,B,A,B,
АЛЬФА D3-ТЕВА 1МКГ. №30 КАПС. /ТЕВА/КАТАЛЕНТ/,5.0,3358.0,293.9200000000001,B,A,A,
АЛЬФА НОРМИКС 200МГ. №12 ТАБ. П/П/О,3.0,3085.0,532.9599999999999,B,A,A,
АЛЬФА НОРМИКС 200МГ. №36 ТАБ. П/П/О,2.0,4476.0,913.3999999999999,B,A,A,
АЛЬФА ТОКОФЕРОЛА АЦЕТАТ 100МГ. №10 КАПС. (ВИТАМИН Е) /МЕЛИГЕН/,2.0,46.0,14.990000000000002,B,C,,
АЛЬФА ТОКОФЕРОЛА АЦЕТАТ 100МГ. №20 КАПС. (ВИТАМИН Е) /ЛЮМИ/,1.0,50.0,17.25,C,C,C,
АЛЬФА ТОКОФЕРОЛА АЦЕТАТ 100МГ. №30 КАПС. (ВИТАМИН Е) /МАРБИОФАРМ/,3.0,223.0,58.44,B,C,C,
АЛЬФА ТОКОФЕРОЛА АЦЕТАТ 100МГ/МЛ. 20МЛ. №1 Р-Р Д/ПРИЕМА ВНУТРЬ ФЛ. (ВИТАМИН Е) /ЭКОЛАБ/,1.0,62.0,21.560000000000002,C,C,C,
АЛЬФА ТОКОФЕРОЛА АЦЕТАТ 100МГ/МЛ. 50МЛ. №1 Р-Р Д/ПРИЕМА ВНУТРЬ ФЛ. (ВИТАМИН Е) /САМАРАМЕДПРОМ/,4.0,348.0,115.94999999999999,B,C,B,
АЛЬФА ТОКОФЕРОЛА АЦЕТАТ 100МГ/МЛ. 50МЛ. №1 Р-Р Д/ПРИЕМА ВНУТРЬ ФЛ. (ВИТАМИН Е) /ТУЛЬСКАЯ ФФ/,2.0,198.0,52.19,B,C,C,
АЛЬФА ТОКОФЕРОЛА АЦЕТАТ 200МГ. №10 КАПС. (ВИТАМИН Е) /МЕЛИГЕН/,4.0,96.0,4.319999999999993,B,C,,
АЛЬФА ТОКОФЕРОЛА АЦЕТАТ 200МГ. №20 КАПС. (ВИТАМИН Е) /МЕЛИГЕН/,1.0,45.0,15.170000000000002,C,C,,
АЛЬФА ТОКОФЕРОЛА АЦЕТАТ 200МГ. №30 КАПС. (ВИТАМИН Е) /МИНСКИНТЕРКАПС/,2.0,281.0,76.44,B,C,C,
АЛЬФА ТОКОФЕРОЛА АЦЕТАТ 300МГ/МЛ. 50МЛ. №1 Р-Р Д/ПРИЕМА ВНУТРЬ (ВИТАМИН Е) /ТУЛЬСКАЯ ФФ/,1.0,95.0,24.540000000000006,C,C,C,
АЛЬФА ТОКОФЕРОЛА АЦЕТАТ 400МГ. №30 КАПС. (ВИТАМИН Е),4.0,704.0,177.60999999999999,B,B,B,X
"АЛЬФАГАН Р 0,15% 5МЛ. ГЛ.КАПЛИ ФЛ./КАП.",12.0,10141.0,1909.19,A,A,A,Z
АЛЬФАЗОКС 10МЛ. №20 Р-Р Д/ПРИЕМА ВНУТРЬ ПАК.,6.0,8205.0,1524.5000000000002,A,A,A,
АЛЬФАПЛАСТИК ГРЕЛКА РЕЗИНОВАЯ А-2 2Л. И/У,2.0,504.0,110.36000000000001,B,B,B,
АЛЬФАПЛАСТИК КОЛЬЦО МАТОЧНОЕ РЕЗИНОВОЕ №2 Д=68СМ.,6.0,576.0,72.11999999999998,A,B,C,
АЛЬФАПЛАСТИК СПРИНЦОВКА ПВХ А №6 МЯГ.НАКОНЕЧНИК,1.0,99.0,35.35,C,C,C,
АЛЬФАПЛАСТИК СПРИНЦОВКА ПВХ А №9 МЯГ.НАКОНЕЧНИК,2.0,226.0,81.41999999999999,B,C,C,
АМАРИЛ 1МГ. №30 ТАБ.,3.0,1410.0,325.31,B,B,A,
АМАРИЛ 2МГ. №30 ТАБ.,2.0,1723.0,309.46000000000004,B,A,A,
АМАРИЛ 2МГ. №90 ТАБ.,1.0,2191.0,291.1600000000001,C,A,A,
АМАРИЛ 4МГ. №30 ТАБ.,3.0,5304.28,910.8199999999999,B,A,A,
АМБЕНЕ БИО 10МГ/МЛ. 2МЛ. №5 Р-Р Д/ИН. АМП.,1.0,1936.0,62.08999999999992,C,A,C,
"АМБЕНИУМ ПАРЕНТЕРАЛ 373,4МГ/2МЛ+3,75МГ/2МЛ. №3 Р-Р Д/В/В АМП.",1.0,1982.0,80.07999999999993,C,A,C,
АМБРОБЕНЕ 15МГ/5МЛ. 100МЛ. №1 СИРОП ФЛ. /МЕРКЛЕ/ТЕВА/,30.0,3738.44,480.33,A,A,A,Z
АМБРОБЕНЕ 30МГ. №20 ТАБ. /МЕРКЛЕ/ТЕВА/,11.0,1654.0,258.41999999999996,A,A,B,Z
"АМБРОБЕНЕ 7,5МГ/МЛ. 100МЛ. №1 Р-Р Д/ПРИЕМА ВНУТРЬ И ИНГ. ФЛ./КАП. /МЕРКЛЕ/ТЕВА/",13.0,2378.88,315.7299999999999,A,A,A,Z
"АМБРОБЕНЕ 7,5МГ/МЛ. 40МЛ. №1 Р-Р Д/ПРИЕМА ВНУТРЬ И ИНГ. ФЛ./КАП. /МЕРКЛЕ/ТЕВА/",1.0,129.0,19.340000000000003,C,C,C,
АМБРОБЕНЕ СТОПТУССИН 4МГ.+100МГ. 50МЛ. КАПЛИ Д/ПРИЕМА ВНУТРЬ ФЛ./КАП.,2.0,1086.0,250.89999999999998,B,B,B,
АМБРОБЕНЕ СТОПТУССИН 4МГ.+100МГ. №20 ТАБ. /ТЕВА/,8.0,2673.0,649.22,A,A,A,Z
АМБРОКСОЛ 30МГ. №20 ТАБ. /АВЕКСИМА/ИРБИТСКИЙ/,2.0,155.0,33.5,B,C,C,
АМБРОКСОЛ 30МГ. №20 ТАБ. /КАНОНФАРМА/,4.0,279.0,57.510000000000005,B,C,C,
АМБРОКСОЛ 30МГ. №20 ТАБ. /ОЗОН/,1.0,32.0,6.309999999999999,C,,,
АМБРОКСОЛ 30МГ. №30 ТАБ. /АВЕКСИМА/ИРБИТСКИЙ/,2.0,176.0,16.24000000000001,B,C,C,
АМБРОКСОЛ РЕНЕВАЛ 30МГ. №50 ТАБ. /ОБНОВЛЕНИЕ/,1.0,206.0,26.75,C,C,C,
АМБРОКСОЛ-АЛСИ 30МГ. №30 ТАБ. /АЛСИ/,11.0,431.71000000000004,69.05999999999999,A,C,C,Z
АМЕЛИЯ БИНТ СТЕР. 5МХ10СМ И/У,10.0,358.0,135.2,A,C,B,
АМЕЛИЯ БИНТ СТЕР. 7МХ14СМ И/У,14.0,855.0,301.56,A,B,A,Z
АМЕЛИЯ ВАТА МАЛЫШ 100Г. ХИРУРГ. СТЕР.,5.0,415.0,147.78,B,C,B,Z
АМЕЛИЯ ВАТА МЕД. ХИРУРГ. Н/СТЕР. 100Г.,2.0,201.0,69.0,B,C,C,
АМЕЛИЯ ВАТА МЕД. ХИРУРГ. СТЕР. 100Г.,11.0,1272.74,432.39,A,B,A,Z
АМЕЛИЯ ВАТА МЕД. ХИРУРГ. СТЕР. 250Г.,5.0,1235.0,379.36,B,B,A,Z
АМЕЛИЯ ВАТА МЕД. ХИРУРГ. СТЕР. 25Г.,10.0,437.0,161.53,A,C,B,Z
АМЕЛИЯ ВАТА МЕД. ХИРУРГ. СТЕР. 50Г.,13.0,930.0,352.9,A,B,A,
АМЕЛИЯ ВАТНЫЕ ДИСКИ №80,5.0,359.0,117.58,B,C,B,Z
АМЕЛИЯ МАРЛЯ МЕД. 90СМ.Х5М. ФАС.,1.0,211.0,54.25999999999999,C,C,C,
АМЕЛИЯ МАРЛЯ МЕД. 90СМХ10М. ФАС.,2.0,761.0,174.51999999999998,B,B,B,
АМЕЛИЯ ПЕЛЕНКИ Д/ВЗРОС. 60Х60 №1 [AMELIA],4.0,188.0,69.2,B,C,C,
АМЕЛИЯ ПЕЛЕНКИ Д/ВЗРОС. 60Х90 №1 [AMELIA],2.0,112.0,42.120000000000005,B,C,C,
АМЕЛИЯ ПЕЛЕНКИ Д/ВЗРОС. 60Х90 №5 [AMELIA],6.0,1550.73,512.0,A,B,A,Z
АМЕЛИЯ ПЕЛЕНКИ ДЕТСК. 60Х40 №5 [AMELIA],2.0,304.0,108.16,B,C,B,
АМЕЛИЯ ПЕЛЕНКИ ДЕТСК. 60Х90 №5 [AMELIA],1.0,300.0,103.97999999999999,C,C,B,
АМЕЛОТЕКС 1% 30Г. №1 ГЕЛЬ Д/НАРУЖ.ПРИМ. ТУБА,4.0,1010.0,218.84,B,B,B,
АМЕЛОТЕКС 1% 50Г. №1 ГЕЛЬ Д/НАРУЖ.ПРИМ. ТУБА,10.0,3861.0,845.01,A,A,A,Z
"АМЕЛОТЕКС 10МГ/МЛ. 1,5МЛ. №5 Р-Р Д/В/М АМП.",1.0,547.0,101.61000000000001,C,B,B,
АМЕЛОТЕКС 15МГ. №10 ТАБ.,2.0,498.0,135.66000000000003,B,B,B,
АМЕЛОТЕКС 15МГ. №20 ТАБ.,8.0000004,2578.0001356,599.950038856,A,A,A,Z
"АМЕЛОТЕКС 7,5МГ. №6 СУПП. РЕКТ.",2.0,374.0,81.48000000000002,B,C,C,
АМИГРЕНИН 100МГ. №2 ТАБ. П/О /ВЕРОФАРМ/,1.0,469.0,108.25999999999999,C,C,B,
АМИГРЕНИН 50МГ. №2 ТАБ. П/О /ВЕРОФАРМ/,1.0,322.0,78.1,C,C,C,
АМИГРЕНИН 50МГ. №6 ТАБ. П/О /ВЕРОФАРМ/,3.0,1847.0,396.59,B,A,A,
АМИКСИН 125МГ. №10 ТАБ. П/П/О /ОТИСИФАРМ/ФАРМСТАНДАРТ/,3.0,3422.7799999999997,261.5999999999999,B,A,B,
АМИКСИН 125МГ. №6 ТАБ. П/П/О /ОТИСИФАРМ/ФАРМСТАНДАРТ/,8.0,5101.88,444.3199999999998,A,A,A,Z
АМИКСИН 60МГ. №10 ТАБ. П/П/О /ОТИСИФАРМ/ФАРМСТАНДАРТ/,3.0,1948.0,110.57000000000005,B,A,B,
АМИНАЛОН 250МГ. №100 ТАБ. П/О /ОРГАНИКА/,4.0,1177.0,212.48,B,B,B,X
АМИНТАКС 35000МЕ+10000МЕ+35000МЕ №10 СУПП. ВАГ.,5.0,3001.0,716.38,B,A,A,Z
АМИОДАРОН 200МГ. №30 ТАБ. /АТОЛЛ/ОЗОН/,1.0,212.0,28.340000000000003,C,C,C,
АМИОДАРОН 200МГ. №30 ТАБ. /ОРГАНИКА/,1.0,156.0,25.120000000000005,C,C,C,
АМИТРИПТИЛИН 25МГ. №50 ТАБ. /ОЗОН/,13.0,760.27,116.62,A,B,B,Z
АМИТРИПТИЛИН 25МГ. №50 ТАБ. П/О /ДАЛЬХИМФАРМ/,5.0,320.0,55.34,B,C,C,Z
АМЛОДИПИН 10МГ. №120 ТАБ. /КАНОНФАРМА/,1.0,261.0,16.909999999999997,C,C,C,
АМЛОДИПИН 10МГ. №30 ТАБ. /ВЕРТЕКС/,3.0,277.0,49.29999999999998,B,C,C,
АМЛОДИПИН 10МГ. №30 ТАБ. /КАНОНФАРМА/,1.0,135.0,19.060000000000002,C,C,C,
АМЛОДИПИН 10МГ. №60 ТАБ. /ВЕРТЕКС/,12.0,1945.99,251.98999999999995,A,A,B,Z
АМЛОДИПИН 10МГ. №60 ТАБ. /КАНОНФАРМА/,6.0,1234.0,222.13,A,B,B,
АМЛОДИПИН 10МГ. №90 ТАБ. /КАНОНФАРМА/,5.0,1169.0,181.54,B,B,B,
АМЛОДИПИН 5МГ. №20 ТАБ. /ВЕРТЕКС/,1.0,54.0,7.799999999999997,C,C,,
АМЛОДИПИН 5МГ. №20 ТАБ. /ОЗОН/,1.0,72.0,13.780000000000001,C,C,,
АМЛОДИПИН 5МГ. №30 ТАБ. /ВЕРТЕКС/,7.0,432.0,70.97999999999999,A,C,C,
АМЛОДИПИН 5МГ. №30 ТАБ. /КАНОНФАРМА/,1.0,127.0,23.430000000000007,C,C,C,
АМЛОДИПИН 5МГ. №30 ТАБ. /РОЗЛЕКС ФАРМ/,2.0,70.0,12.619999999999997,B,C,,
АМЛОДИПИН 5МГ. №60 ТАБ. /ВЕРТЕКС/,39.0,4480.0,687.0200000000001,A,A,A,Z
АМЛОДИПИН 5МГ. №60 ТАБ. /КАНОНФАРМА/,2.0,268.0,46.91999999999999,B,C,C,
АМЛОДИПИН 5МГ. №60 ТАБ. /ОЗОН/,3.0,297.0,67.11000000000001,B,C,C,
АМЛОДИПИН 5МГ. №90 ТАБ. /КАНОНФАРМА/,2.0,372.0,62.22,B,C,C,
АМЛОДИПИН 5МГ. №90 ТАБ. /ОЗОН/,2.0,298.0,22.620000000000005,B,C,C,
АМЛОДИПИН БОРИМЕД 10МГ. №30 ТАБ. /БОРИСОВСКИЙ/,1.0,70.0,27.630000000000003,C,C,C,
АМЛОДИПИН-ПРАНА 5МГ. №90 ТАБ. /ПРАНАФАРМ/,1.0,125.0,16.700000000000003,C,C,C,
АМЛОДИПИН-ТЕВА 10МГ. №30 ТАБ. /ТЕВА/,9.0,1757.0,255.62999999999997,A,A,B,Y
АМЛОДИПИН-ТЕВА 5МГ. №30 ТАБ. /ТЕВА/,10.0,1382.49,146.37999999999997,A,B,B,Z
АМЛОТОП 5МГ. №30 ТАБ. /НИЖФАРМ/,3.0,359.0,53.21000000000001,B,C,C,
АММИАК 100МГ/МЛ. 100МЛ. №1 Р-Р Д/НАРУЖ./ИНГ. ФЛ. /ИВАНОВСКАЯ ФФ/,3.0,120.0,36.8,B,C,C,
АММИАК 100МГ/МЛ. 100МЛ. №1 Р-Р Д/НАРУЖ./ИНГ. ФЛ. /САМАРСКАЯ ФФ/,165.0,4116.32,1437.12,A,A,A,Z
АММИАК 100МГ/МЛ. 100МЛ. №1 Р-Р Д/НАРУЖ./ИНГ. ФЛ. /ТУЛЬСКАЯ ФФ/,19.0,929.0,278.44,A,B,B,Z
АММИАК 100МГ/МЛ. 100МЛ. №1 Р-Р Д/НАРУЖ./ИНГ. ФЛ. /ФЛОРА КАВКАЗА/,34.0,1041.0,377.99,A,B,A,
АММИАК 100МГ/МЛ. 40МЛ. №1 Р-Р Д/НАРУЖ./ИНГ. ФЛ. /ГИППОКРАТ/,5.0,80.0,31.500000000000004,B,C,C,
АММИНОРМ 10% 100МЛ. ПЛАСТ.,4.0,141.12,40.96000000000001,B,C,C,
АМОКСИКЛАВ 1000МГ.+200МГ. №5 ПОР. Д/Р-РА Д/В/В ФЛ. /ЛЕК/,2.0,1552.0,69.8599999999999,B,B,C,
"АМОКСИКЛАВ 250МГ.+62,5МГ/5МЛ. 25Г. 100МЛ. ПОР. Д/СУСП. Д/ПРИЕМА ВНУТРЬ ФЛ. /ЛЕК/",1.0,291.0,45.72999999999999,C,C,C,
"АМОКСИКЛАВ 400МГ.+57МГ/5МЛ. 17,5Г/70МЛ. ПОР. Д/СУСП. Д/ПРИЕМА ВНУТРЬ ФЛ. /ЛЕК/",3.0,606.0,107.12,B,B,B,
АМОКСИКЛАВ 400МГ.+57МГ/5МЛ. 35Г/140МЛ. ПОР. Д/СУСП. Д/ПРИЕМА ВНУТРЬ ФЛ. /ЛЕК/,11.0,3431.06,486.36,A,A,A,Z
АМОКСИКЛАВ 500МГ.+125МГ. №15 ТАБ. П/П/О /САНДОЗ/ЛЕК/,26.0,6066.37,805.4800000000001,A,A,A,Z
АМОКСИКЛАВ 875МГ.+125МГ. №14 ТАБ. П/П/О /ЛЕК/,34.0,10822.07,1644.4699999999998,A,A,A,
"АМОКСИКЛАВ КВИКТАБ 250МГ.+62,5МГ. №20 ТАБ.ДИСПЕРГ. /ЛЕК/",5.0,1398.0,232.31,B,B,B,
АМОКСИКЛАВ КВИКТАБ 875МГ.+125МГ. №14 ТАБ.ДИСПЕРГ. /ЛЕК/,2.0,1012.0,117.41000000000003,B,B,B,
АМОКСИЦИЛЛИН 250МГ. №16 КАПС. /ХЕМОФАРМ/,8.0,452.0,79.28,A,C,C,Z
АМОКСИЦИЛЛИН 250МГ. №20 ТАБ. /ДАЛЬХИМФАРМ/,1.0,43.0,6.890000000000001,C,,,
АМОКСИЦИЛЛИН 250МГ/5МЛ. 100МЛ. №1 ГРАН. Д/СУСП. ФЛ.,1.0,101.0,11.019999999999996,C,C,,
АМОКСИЦИЛЛИН 250МГ/5МЛ. 40Г. №1 ГРАН. Д/СУСП. Д/ПРИЕМА ВНУТРЬ ФЛ. /ХЕМОФАРМ/,22.0,2298.6,408.79,A,A,A,Z
